anio,mes,sector,Produccion,empleados,establecimientos
2022,septiembre,Electronica,1177570,9171,22
2022,septiembre,Otros,12122,456,1
2022,septiembre,Pesquera,190618,296,3
2022,septiembre,Plastica,11661038,700,7
2022,septiembre,Textil,2042109,648,8
2022,octubre,Confeccionista,219067,266,5
2022,octubre,Electronica,1405222,9721,22
2022,octubre,Otros,11448,477,1
2022,octubre,Pesquera,192234,295,3
2022,octubre,Plastica,10873434,705,7
2022,octubre,Textil,1845890,642,8
2022,noviembre,Confeccionista,284469,273,5
2022,noviembre,Electronica,1566696,9656,20
2022,noviembre,Otros,10797,519,1
2022,noviembre,Pesquera,278634,294,3
2022,noviembre,Plastica,10558978,707,7
2022,noviembre,Textil,2005968,639,8
2022,diciembre,Confeccionista,174207,270,5
2022,diciembre,Electronica,1219116,8146,20
2022,diciembre,Otros,9935,333,1
2022,diciembre,Pesquera,0,204,3
2022,diciembre,Plastica,9189222,705,7
2022,diciembre,Textil,964152,640,8
2023,enero,Confeccionista,223046,297,5
2023,enero,Electronica,700134,8188,20
2023,enero,Otros,6924,470,1
2023,enero,Pesquera,455631,193,3
2023,enero,Plastica,12430469,717,7
2023,enero,Textil,1385219,676,8
2023,febrero,Confeccionista,324594,292,4
2023,febrero,Electronica,1191030,8312,20
2023,febrero,Otros,9228,553,1
2023,febrero,Pesquera,820804,193,3
2023,febrero,Plastica,13000475,728,7
2023,febrero,Textil,1755969,669,8
2023,marzo,Confeccionista,416292,301,4
2023,marzo,Electronica,1725946,8582,20
2023,marzo,Otros,13308,500,1
2023,marzo,Pesquera,111496,193,3
2023,marzo,Plastica,14659155,722,7
2023,marzo,Textil,1882010,637,7
2023,abril,Confeccionista,381151,296,4
2023,abril,Electronica,1333622,8515,20
2023,abril,Otros,9612,547,1
2023,abril,Pesquera,772639,194,3
2023,abril,Plastica,13767330,716,7
2023,abril,Textil,1182921,609,8
2023,mayo,Confeccionista,461187,300,4
2023,mayo,Electronica,1457884,8936,20
2023,mayo,Otros,8832,547,1
2023,mayo,Pesquera,629728,204,3
2023,mayo,Plastica,12906765,699,7
2023,mayo,Textil,1393146,613,8
2023,junio,Confeccionista,382372,299,4
2023,junio,Electronica,1411883,9235,20
2023,junio,Otros,10508,555,1
2023,junio,Pesquera,503241,204,3
2023,junio,Plastica,12967063,698,7
2023,junio,Textil,1353884,596,8
2023,julio,Confeccionista,407583,302,4
2023,julio,Electronica,1061571,9227,20
2023,julio,Otros,7668,506,1
2023,julio,Pesquera,426511,203,3
2023,julio,Plastica,13578746,716,7
2023,julio,Textil,1242206,592,8
2023,agosto,Confeccionista,470383,300,4
2023,agosto,Electronica,1531782,9407,18
2023,agosto,Otros,16260,579,1
2023,agosto,Pesquera,0,201,3
2023,agosto,Plastica,15129559,710,7
2023,agosto,Textil,1255704,592,8
2023,septiembre,Confeccionista,420900,299,4
2023,septiembre,Electronica,1466217,9435,18
2023,septiembre,Otros,12276,571,1
2023,septiembre,Pesquera,13803,201,3
2023,septiembre,Plastica,14416724,718,7
2023,septiembre,Textil,1237881,585,8
2023,octubre,Confeccionista,189330,284,4
2023,octubre,Electronica,1374657,9472,19
2023,octubre,Otros,10944,551,1
2023,octubre,Pesquera,390136,203,2
2023,octubre,Plastica,15482008,720,7
2023,octubre,Textil,1000576,583,8
2023,noviembre,Confeccionista,397053,196,3
2023,noviembre,Electronica,1125193,8376,16
2023,noviembre,Otros,12492,525,1
2023,noviembre,Pesquera,335344,203,2
2023,noviembre,Plastica,14690044,681,6
2023,noviembre,Textil,824549,376,3
2023,diciembre,Confeccionista,189649,269,4
2023,diciembre,Electronica,429113,6740,16
2023,diciembre,Otros,6564,443,1
2023,diciembre,Pesquera,179065,203,2
2023,diciembre,Plastica,11231540,728,7
2023,diciembre,Textil,1033456,583,8
2024,enero,Confeccionista,259846,259,4
2024,enero,Electronica,221477,5268,16
2024,enero,Otros,3384,454,1
2024,enero,Pesquera,368277,203,2
2024,enero,Plastica,10952409,761,7
2024,enero,Textil,974546,554,7
2024,febrero,Confeccionista,282076,261,4
2024,febrero,Electronica,433096,5152,16
2024,febrero,Otros,6348,450,1
2024,febrero,Pesquera,858039,201,2
2024,febrero,Plastica,2088824,740,7
2024,febrero,Textil,751429,539,7
2024,marzo,Confeccionista,272649,265,4
2024,marzo,Electronica,636645,5305,16
2024,marzo,Otros,8605,427,1
2024,marzo,Pesquera,782770,201,2
2024,marzo,Plastica,12710487,728,7
2024,marzo,Textil,1012831,524,6
2024,abril,Confeccionista,211216,258,4
2024,abril,Electronica,612458,5205,17
2024,abril,Otros,9900,422,1
2024,abril,Pesquera,184588,198,2
2024,abril,Plastica,11942036,683,7
2024,abril,Textil,757344,498,7
2024,mayo,Confeccionista,364790,256,4
2024,mayo,Electronica,588716,5338,16
2024,mayo,Otros,7140,433,1
2024,mayo,Pesquera,379493,194,2
2024,mayo,Plastica,11606908,642,7
2024,mayo,Textil,737524,493,6
2024,junio,Confeccionista,214032,247,4
2024,junio,Electronica,601136,5840,16
2024,junio,Otros,8291,433,1
2024,junio,Pesquera,434017,192,2
2024,junio,Plastica,10299237,640,7
2024,junio,Textil,587097,461,6
2024,julio,Confeccionista,256050,247,4
2024,julio,Electronica,952209,6305,17
2024,julio,Otros,10536,395,1
2024,julio,Pesquera,0,192,2
2024,julio,Plastica,10934814,617,7
2024,julio,Textil,1124297,440,6
2024,agosto,Confeccionista,261809,245,4
2024,agosto,Electronica,1009405,6504,18
2024,agosto,Otros,11832,412,1
2024,agosto,Pesquera,252885,192,2
2024,agosto,Plastica,11934099,626,7
2024,agosto,Textil,1141676,418,6
2024,septiembre,Confeccionista,110018,142,4
2024,septiembre,Electronica,1107179,6591,19
2024,septiembre,Otros,10740,413,1
2024,septiembre,Pesquera,441286,192,2
2024,septiembre,Plastica,13697033,646,7
2024,septiembre,Textil,158735,93,6
2024,octubre,Confeccionista,77944,128,4
2024,octubre,Electronica,1003368,7925,19
2024,octubre,Otros,12672,406,1
2024,octubre,Pesquera,441286,192,2
2024,octubre,Plastica,13789207,658,7
2024,octubre,Textil,298983,83,6
2024,noviembre,Confeccionista,271658,237,4
2024,noviembre,Electronica,1260593,8257,19
2024,noviembre,Otros,11712,403,1
2024,noviembre,Pesquera,836447,198,2
2024,noviembre,Plastica,11924179,662,7
2024,noviembre,Textil,842679,256,6
2024,diciembre,Confeccionista,181567,223,4
2024,diciembre,Electronica,1099022,7804,19
2024,diciembre,Otros,5400,402,1
2024,diciembre,Pesquera,291230,198,2
2024,diciembre,Plastica,9188063,667,7
2024,diciembre,Textil,689464,351,6
2025,enero,Confeccionista,252577,231,4
2025,enero,Electronica,773676,7604,19
2025,enero,Otros,6600,450,1
2025,enero,Pesquera,253115,210,2
2025,enero,Plastica,8405515,652,7
2025,enero,Textil,1133811,342,6
2025,febrero,Confeccionista,227247,234,4
2025,febrero,Electronica,935562,6891,19
2025,febrero,Otros,9672,457,1
2025,febrero,Pesquera,253115,208,2
2025,febrero,Plastica,9946155,663,7
2025,febrero,Textil,1150230,335,6
2025,marzo,Confeccionista,216133,238,4
2025,marzo,Electronica,887363,6731,19
2025,marzo,Otros,8844,435,1
2025,marzo,Pesquera,513161,219,2
2025,marzo,Textil,863566,326,6
