anio,mes,sector,empleados
2006,noviembre,Textil,600
2006,diciembre,Textil,619
2007,enero,Textil,613
2007,febrero,Textil,616
2007,marzo,Textil,609
2007,abril,Textil,616
2007,mayo,Textil,617
2007,junio,Textil,613
2007,julio,Textil,607
2007,agosto,Textil,615
2007,septiembre,Textil,621
2007,octubre,Textil,627
2007,noviembre,Textil,635
2007,diciembre,Textil,623
2008,enero,Textil,639
2008,febrero,Textil,639
2008,marzo,Textil,628
2008,abril,Textil,634
2008,mayo,Textil,645
2008,junio,Textil,616
2008,julio,Textil,621
2008,agosto,Textil,619
2008,septiembre,Textil,619
2008,octubre,Textil,618
2008,noviembre,Textil,623
2008,diciembre,Textil,612
2009,enero,Textil,622
2009,febrero,Textil,629
2009,marzo,Textil,619
2009,abril,Textil,609
2009,mayo,Textil,613
2009,junio,Textil,619
2009,julio,Textil,610
2009,agosto,Textil,605
2009,septiembre,Textil,604
2009,octubre,Textil,616
2009,noviembre,Textil,618
2009,diciembre,Textil,616
2010,enero,Textil,627
2010,febrero,Textil,623
2010,marzo,Textil,638
2010,abril,Textil,643
2010,mayo,Textil,654
2010,junio,Textil,649
2010,julio,Textil,650
2010,agosto,Textil,645
2010,septiembre,Textil,640
2010,octubre,Textil,662
2010,noviembre,Textil,679
2010,diciembre,Textil,681
2011,enero,Textil,681
2011,febrero,Textil,683
2011,marzo,Textil,676
2011,abril,Textil,656
2011,mayo,Textil,673
2011,junio,Textil,662
2011,julio,Textil,661
2011,agosto,Textil,655
2011,septiembre,Textil,651
2011,octubre,Textil,641
2011,noviembre,Textil,652
2011,diciembre,Textil,654
2012,enero,Textil,664
2012,febrero,Textil,647
2012,marzo,Textil,651
2012,abril,Textil,650
2012,mayo,Textil,648
2012,junio,Textil,653
2012,julio,Textil,644
2012,agosto,Textil,641
2012,septiembre,Textil,651
2012,octubre,Textil,648
2012,noviembre,Textil,656
2012,diciembre,Textil,666
2013,enero,Textil,662
2013,febrero,Textil,677
2013,marzo,Textil,660
2013,abril,Textil,689
2013,mayo,Textil,685
2013,junio,Textil,686
2013,julio,Textil,684
2013,agosto,Textil,682
2013,septiembre,Textil,646
2013,octubre,Textil,671
2013,noviembre,Textil,567
2013,diciembre,Textil,726
2014,enero,Textil,723
2014,febrero,Textil,731
2014,marzo,Textil,743
2014,abril,Textil,725
2014,mayo,Textil,719
2014,junio,Textil,687
2014,julio,Textil,680
2014,agosto,Textil,668
2014,septiembre,Textil,657
2014,octubre,Textil,669
2014,noviembre,Textil,660
2014,diciembre,Textil,656
2015,enero,Textil,653
2015,febrero,Textil,659
2015,marzo,Textil,657
2015,abril,Textil,665
2015,mayo,Textil,656
2015,junio,Textil,659
2015,julio,Textil,662
2015,agosto,Textil,686
2015,septiembre,Textil,694
2015,octubre,Textil,733
2015,noviembre,Textil,768
2015,diciembre,Textil,767
2016,enero,Textil,728
2016,febrero,Textil,713
2016,marzo,Textil,720
2016,abril,Textil,755
2016,mayo,Textil,763
2016,junio,Textil,738
2016,julio,Textil,740
2016,agosto,Textil,732
2016,septiembre,Textil,711
2016,octubre,Textil,698
2016,noviembre,Textil,699
2016,diciembre,Textil,688
2017,enero,Textil,698
2017,febrero,Textil,698
2017,marzo,Textil,701
2017,abril,Textil,716
2017,mayo,Textil,710
2017,junio,Textil,719
2017,julio,Textil,734
2017,agosto,Textil,727
2017,septiembre,Textil,730
2017,octubre,Textil,705
2017,noviembre,Textil,723
2017,diciembre,Textil,716
2018,enero,Textil,722
2018,febrero,Textil,776
2018,marzo,Textil,725
2018,abril,Textil,732
2018,mayo,Textil,727
2018,junio,Textil,702
2018,julio,Textil,693
2018,agosto,Textil,675
2018,septiembre,Textil,659
2018,octubre,Textil,657
2018,noviembre,Textil,652
2018,diciembre,Textil,622
2019,enero,Textil,621
2019,febrero,Textil,622
2019,marzo,Textil,615
2019,abril,Textil,614
2019,mayo,Textil,622
2019,junio,Textil,609
2019,julio,Textil,619
2019,agosto,Textil,620
2019,septiembre,Textil,619
2019,octubre,Textil,629
2019,noviembre,Textil,621
2019,diciembre,Textil,620
2020,enero,Textil,627
2020,febrero,Textil,628
2020,marzo,Textil,637
2020,abril,Textil,624
2020,mayo,Textil,615
2020,junio,Textil,603
2020,julio,Textil,620
2020,agosto,Textil,612
2020,septiembre,Textil,628
2020,octubre,Textil,631
2020,noviembre,Textil,646
2020,diciembre,Textil,665
2021,enero,Textil,654
2021,febrero,Textil,650
2021,marzo,Textil,647
2021,abril,Textil,653
2021,mayo,Textil,631
2021,junio,Textil,633
2021,julio,Textil,609
2021,agosto,Textil,599
2021,septiembre,Textil,602
2021,octubre,Textil,611
2021,noviembre,Textil,609
2021,diciembre,Textil,614
2022,enero,Textil,614
2022,febrero,Textil,624
2022,marzo,Textil,624
2022,abril,Textil,627
2022,mayo,Textil,646
2022,junio,Textil,649
2022,julio,Textil,656
2022,agosto,Textil,657
2022,septiembre,Textil,648
2022,octubre,Textil,642
2022,noviembre,Textil,639
2022,diciembre,Textil,640
2023,enero,Textil,676
2023,febrero,Textil,669
2023,marzo,Textil,637
2023,abril,Textil,609
2023,mayo,Textil,613
2023,junio,Textil,596
2023,julio,Textil,592
2023,agosto,Textil,592
2023,septiembre,Textil,585
2023,octubre,Textil,583
2023,noviembre,Textil,376
2023,diciembre,Textil,583
2024,enero,Textil,554
2024,febrero,Textil,539
2024,marzo,Textil,524
2024,abril,Textil,498
2024,mayo,Textil,493
2024,junio,Textil,461
2024,julio,Textil,440
2024,agosto,Textil,418
2024,septiembre,Textil,93
2024,octubre,Textil,83
2024,noviembre,Textil,256
2024,diciembre,Textil,351
2025,enero,Textil,342
2025,febrero,Textil,335
2025,marzo,Textil,326
2001,enero,Pesquera,353
2001,febrero,Pesquera,278
2001,marzo,Pesquera,275
2001,abril,Pesquera,273
2001,mayo,Pesquera,262
2001,junio,Pesquera,259
2001,julio,Pesquera,166
2001,agosto,Pesquera,166
2001,septiembre,Pesquera,188
2001,octubre,Pesquera,187
2001,noviembre,Pesquera,192
2001,diciembre,Pesquera,202
2002,enero,Pesquera,212
2002,febrero,Pesquera,224
2002,marzo,Pesquera,227
2002,abril,Pesquera,229
2002,mayo,Pesquera,232
2002,junio,Pesquera,229
2002,julio,Pesquera,227
2002,agosto,Pesquera,226
2002,septiembre,Pesquera,225
2002,octubre,Pesquera,230
2002,noviembre,Pesquera,192
2002,diciembre,Pesquera,210
2003,enero,Pesquera,228
2003,febrero,Pesquera,231
2003,marzo,Pesquera,234
2003,abril,Pesquera,228
2003,mayo,Pesquera,229
2003,junio,Pesquera,229
2003,julio,Pesquera,241
2003,agosto,Pesquera,235
2003,septiembre,Pesquera,239
2003,octubre,Pesquera,235
2003,noviembre,Pesquera,226
2003,diciembre,Pesquera,237
2004,enero,Pesquera,230
2004,febrero,Pesquera,234
2004,marzo,Pesquera,246
2004,abril,Pesquera,246
2004,mayo,Pesquera,246
2004,junio,Pesquera,246
2004,julio,Pesquera,252
2004,agosto,Pesquera,252
2004,septiembre,Pesquera,256
2004,octubre,Pesquera,219
2004,noviembre,Pesquera,219
2004,diciembre,Pesquera,237
2005,enero,Pesquera,255
2005,febrero,Pesquera,259
2005,marzo,Pesquera,270
2005,abril,Pesquera,276
2005,mayo,Pesquera,274
2005,junio,Pesquera,277
2005,julio,Pesquera,275
2005,agosto,Pesquera,278
2005,septiembre,Pesquera,170
2005,octubre,Pesquera,118
2005,noviembre,Pesquera,269
2005,diciembre,Pesquera,41
2006,enero,Pesquera,285
2006,febrero,Pesquera,283
2006,marzo,Pesquera,297
2006,abril,Pesquera,304
2006,mayo,Pesquera,312
2006,junio,Pesquera,307
2006,julio,Pesquera,306
2006,agosto,Pesquera,306
2006,septiembre,Pesquera,301
2006,octubre,Pesquera,304
2006,noviembre,Pesquera,295
2006,diciembre,Pesquera,279
2007,enero,Pesquera,286
2007,febrero,Pesquera,286
2007,marzo,Pesquera,294
2007,abril,Pesquera,292
2007,mayo,Pesquera,295
2007,junio,Pesquera,296
2007,julio,Pesquera,292
2007,agosto,Pesquera,293
2007,septiembre,Pesquera,295
2007,octubre,Pesquera,292
2007,noviembre,Pesquera,271
2007,diciembre,Pesquera,22
2008,enero,Pesquera,316
2008,febrero,Pesquera,378
2008,marzo,Pesquera,454
2008,abril,Pesquera,557
2008,mayo,Pesquera,543
2008,junio,Pesquera,554
2008,julio,Pesquera,544
2008,agosto,Pesquera,509
2008,septiembre,Pesquera,500
2008,octubre,Pesquera,514
2008,noviembre,Pesquera,487
2008,diciembre,Pesquera,482
2009,enero,Pesquera,501
2009,febrero,Pesquera,489
2009,marzo,Pesquera,496
2009,abril,Pesquera,497
2009,mayo,Pesquera,496
2009,junio,Pesquera,516
2009,julio,Pesquera,527
2009,agosto,Pesquera,507
2009,septiembre,Pesquera,508
2009,octubre,Pesquera,510
2009,noviembre,Pesquera,481
2009,diciembre,Pesquera,540
2010,enero,Pesquera,500
2010,febrero,Pesquera,504
2010,marzo,Pesquera,476
2010,abril,Pesquera,502
2010,mayo,Pesquera,486
2010,junio,Pesquera,546
2010,julio,Pesquera,521
2010,agosto,Pesquera,503
2010,septiembre,Pesquera,491
2010,octubre,Pesquera,496
2010,noviembre,Pesquera,476
2010,diciembre,Pesquera,296
2011,enero,Pesquera,492
2011,febrero,Pesquera,487
2011,marzo,Pesquera,494
2011,abril,Pesquera,541
2011,mayo,Pesquera,492
2011,junio,Pesquera,553
2011,julio,Pesquera,528
2011,agosto,Pesquera,537
2011,septiembre,Pesquera,533
2011,octubre,Pesquera,496
2011,noviembre,Pesquera,485
2011,diciembre,Pesquera,480
2012,enero,Pesquera,482
2012,febrero,Pesquera,503
2012,marzo,Pesquera,378
2012,abril,Pesquera,435
2012,mayo,Pesquera,442
2012,junio,Pesquera,488
2012,julio,Pesquera,497
2012,agosto,Pesquera,458
2012,septiembre,Pesquera,449
2012,octubre,Pesquera,401
2012,noviembre,Pesquera,406
2012,diciembre,Pesquera,447
2013,enero,Pesquera,415
2013,febrero,Pesquera,412
2013,marzo,Pesquera,433
2013,abril,Pesquera,441
2013,mayo,Pesquera,422
2013,junio,Pesquera,443
2013,julio,Pesquera,407
2013,agosto,Pesquera,416
2013,septiembre,Pesquera,413
2013,octubre,Pesquera,416
2013,noviembre,Pesquera,421
2013,diciembre,Pesquera,444
2014,enero,Pesquera,422
2014,febrero,Pesquera,449
2014,marzo,Pesquera,449
2014,abril,Pesquera,434
2014,mayo,Pesquera,439
2014,junio,Pesquera,448
2014,julio,Pesquera,436
2014,agosto,Pesquera,446
2014,septiembre,Pesquera,446
2014,octubre,Pesquera,438
2014,noviembre,Pesquera,460
2014,diciembre,Pesquera,476
2015,enero,Pesquera,484
2015,febrero,Pesquera,462
2015,marzo,Pesquera,445
2015,abril,Pesquera,442
2015,mayo,Pesquera,439
2015,junio,Pesquera,451
2015,julio,Pesquera,471
2015,agosto,Pesquera,483
2015,septiembre,Pesquera,466
2015,octubre,Pesquera,477
2015,noviembre,Pesquera,492
2015,diciembre,Pesquera,504
2016,enero,Pesquera,512
2016,febrero,Pesquera,511
2016,marzo,Pesquera,510
2016,abril,Pesquera,499
2016,mayo,Pesquera,479
2016,junio,Pesquera,483
2016,julio,Pesquera,479
2016,agosto,Pesquera,472
2016,septiembre,Pesquera,470
2016,octubre,Pesquera,466
2016,noviembre,Pesquera,471
2016,diciembre,Pesquera,490
2017,enero,Pesquera,499
2017,febrero,Pesquera,491
2017,marzo,Pesquera,477
2017,abril,Pesquera,477
2017,mayo,Pesquera,472
2017,junio,Pesquera,468
2017,julio,Pesquera,456
2017,agosto,Pesquera,444
2017,septiembre,Pesquera,461
2017,octubre,Pesquera,445
2017,noviembre,Pesquera,449
2017,diciembre,Pesquera,497
2018,enero,Pesquera,501
2018,febrero,Pesquera,482
2018,marzo,Pesquera,488
2018,abril,Pesquera,474
2018,mayo,Pesquera,472
2018,junio,Pesquera,474
2018,julio,Pesquera,470
2018,agosto,Pesquera,454
2018,septiembre,Pesquera,457
2018,octubre,Pesquera,459
2018,noviembre,Pesquera,441
2018,diciembre,Pesquera,468
2019,enero,Pesquera,472
2019,febrero,Pesquera,461
2019,marzo,Pesquera,470
2019,abril,Pesquera,482
2019,mayo,Pesquera,479
2019,junio,Pesquera,478
2019,julio,Pesquera,460
2019,agosto,Pesquera,459
2019,septiembre,Pesquera,456
2019,octubre,Pesquera,459
2019,noviembre,Pesquera,456
2019,diciembre,Pesquera,491
2020,enero,Pesquera,483
2020,febrero,Pesquera,483
2020,marzo,Pesquera,465
2020,abril,Pesquera,480
2020,mayo,Pesquera,497
2020,junio,Pesquera,489
2020,julio,Pesquera,495
2020,agosto,Pesquera,492
2020,septiembre,Pesquera,505
2020,octubre,Pesquera,495
2020,noviembre,Pesquera,531
2020,diciembre,Pesquera,538
2021,enero,Pesquera,528
2021,febrero,Pesquera,519
2021,marzo,Pesquera,534
2021,abril,Pesquera,500
2021,mayo,Pesquera,492
2021,junio,Pesquera,493
2021,julio,Pesquera,484
2021,agosto,Pesquera,486
2021,septiembre,Pesquera,474
2021,octubre,Pesquera,472
2021,noviembre,Pesquera,477
2021,diciembre,Pesquera,369
2022,enero,Pesquera,491
2022,febrero,Pesquera,488
2022,marzo,Pesquera,485
2022,abril,Pesquera,491
2022,mayo,Pesquera,486
2022,junio,Pesquera,485
2022,julio,Pesquera,473
2022,agosto,Pesquera,469
2022,septiembre,Pesquera,296
2022,octubre,Pesquera,295
2022,noviembre,Pesquera,294
2022,diciembre,Pesquera,204
2023,enero,Pesquera,193
2023,febrero,Pesquera,193
2023,marzo,Pesquera,193
2023,abril,Pesquera,194
2023,mayo,Pesquera,204
2023,junio,Pesquera,204
2023,julio,Pesquera,203
2023,agosto,Pesquera,201
2023,septiembre,Pesquera,201
2023,octubre,Pesquera,203
2023,noviembre,Pesquera,203
2023,diciembre,Pesquera,203
2024,enero,Pesquera,203
2024,febrero,Pesquera,201
2024,marzo,Pesquera,201
2024,abril,Pesquera,198
2024,mayo,Pesquera,194
2024,junio,Pesquera,192
2024,julio,Pesquera,192
2024,agosto,Pesquera,192
2024,septiembre,Pesquera,192
2024,octubre,Pesquera,192
2024,noviembre,Pesquera,198
2024,diciembre,Pesquera,198
2025,enero,Pesquera,210
2025,febrero,Pesquera,208
2025,marzo,Pesquera,219
2001,enero,Otros,90
2001,febrero,Otros,92
2001,marzo,Otros,94
2001,abril,Otros,103
2001,mayo,Otros,107
2001,junio,Otros,105
2001,julio,Otros,112
2001,agosto,Otros,113
2001,septiembre,Otros,115
2001,octubre,Otros,117
2001,noviembre,Otros,122
2001,diciembre,Otros,46
2002,enero,Otros,101
2002,febrero,Otros,103
2002,marzo,Otros,103
2002,abril,Otros,103
2002,mayo,Otros,103
2002,junio,Otros,110
2002,julio,Otros,110
2002,agosto,Otros,109
2002,septiembre,Otros,109
2002,octubre,Otros,109
2002,noviembre,Otros,105
2002,diciembre,Otros,35
2003,enero,Otros,124
2003,febrero,Otros,129
2003,marzo,Otros,134
2003,abril,Otros,134
2003,mayo,Otros,136
2003,junio,Otros,134
2003,julio,Otros,126
2003,agosto,Otros,124
2003,septiembre,Otros,128
2003,octubre,Otros,126
2003,noviembre,Otros,131
2003,diciembre,Otros,130
2004,enero,Otros,127
2004,febrero,Otros,135
2004,marzo,Otros,136
2004,abril,Otros,135
2004,mayo,Otros,128
2004,junio,Otros,128
2004,julio,Otros,125
2004,agosto,Otros,126
2004,septiembre,Otros,124
2004,octubre,Otros,123
2004,noviembre,Otros,130
2004,diciembre,Otros,126
2005,enero,Otros,122
2005,febrero,Otros,127
2005,marzo,Otros,129
2005,abril,Otros,131
2005,mayo,Otros,128
2005,junio,Otros,126
2005,julio,Otros,126
2005,agosto,Otros,125
2005,septiembre,Otros,125
2005,octubre,Otros,126
2005,noviembre,Otros,127
2005,diciembre,Otros,128
2006,enero,Otros,125
2006,febrero,Otros,121
2006,marzo,Otros,125
2006,abril,Otros,117
2006,mayo,Otros,113
2006,junio,Otros,115
2006,julio,Otros,116
2006,agosto,Otros,112
2006,septiembre,Otros,55
2006,octubre,Otros,112
2006,noviembre,Otros,114
2006,diciembre,Otros,112
2007,enero,Otros,113
2007,febrero,Otros,115
2007,marzo,Otros,119
2007,abril,Otros,120
2007,mayo,Otros,121
2007,junio,Otros,120
2007,julio,Otros,122
2007,agosto,Otros,123
2007,septiembre,Otros,123
2007,octubre,Otros,118
2007,noviembre,Otros,106
2007,diciembre,Otros,66
2008,enero,Otros,179
2008,febrero,Otros,183
2008,marzo,Otros,190
2008,abril,Otros,189
2008,mayo,Otros,94
2008,junio,Otros,94
2008,julio,Otros,96
2008,agosto,Otros,91
2008,septiembre,Otros,92
2008,octubre,Otros,94
2008,noviembre,Otros,93
2008,diciembre,Otros,92
2009,enero,Otros,189
2009,febrero,Otros,189
2009,marzo,Otros,189
2009,abril,Otros,187
2009,mayo,Otros,187
2009,junio,Otros,186
2009,julio,Otros,183
2009,agosto,Otros,184
2009,septiembre,Otros,184
2009,octubre,Otros,84
2009,noviembre,Otros,81
2009,diciembre,Otros,60
2010,enero,Otros,80
2010,febrero,Otros,78
2010,marzo,Otros,77
2010,abril,Otros,76
2010,mayo,Otros,76
2010,junio,Otros,76
2010,julio,Otros,82
2010,agosto,Otros,82
2010,septiembre,Otros,85
2010,octubre,Otros,82
2010,noviembre,Otros,82
2010,diciembre,Otros,78
2011,enero,Otros,539
2011,febrero,Otros,530
2011,marzo,Otros,516
2011,abril,Otros,529
2011,mayo,Otros,523
2011,junio,Otros,521
2011,julio,Otros,516
2011,agosto,Otros,514
2011,septiembre,Otros,518
2011,octubre,Otros,515
2011,noviembre,Otros,508
2011,diciembre,Otros,505
2012,enero,Otros,481
2012,febrero,Otros,462
2012,marzo,Otros,496
2012,abril,Otros,473
2012,mayo,Otros,479
2012,junio,Otros,475
2012,julio,Otros,486
2012,agosto,Otros,488
2012,septiembre,Otros,498
2012,octubre,Otros,523
2012,noviembre,Otros,538
2012,diciembre,Otros,532
2013,enero,Otros,515
2013,febrero,Otros,497
2013,marzo,Otros,494
2013,abril,Otros,504
2013,mayo,Otros,503
2013,junio,Otros,505
2013,julio,Otros,505
2013,agosto,Otros,482
2013,septiembre,Otros,484
2013,octubre,Otros,487
2013,noviembre,Otros,475
2013,diciembre,Otros,476
2014,enero,Otros,453
2014,febrero,Otros,451
2014,marzo,Otros,442
2014,abril,Otros,430
2014,mayo,Otros,426
2014,junio,Otros,433
2014,julio,Otros,423
2014,agosto,Otros,415
2014,septiembre,Otros,415
2014,octubre,Otros,435
2014,noviembre,Otros,417
2014,diciembre,Otros,418
2015,enero,Otros,405
2015,febrero,Otros,401
2015,marzo,Otros,405
2015,abril,Otros,403
2015,mayo,Otros,400
2015,junio,Otros,406
2015,julio,Otros,409
2015,agosto,Otros,404
2015,septiembre,Otros,412
2015,octubre,Otros,453
2015,noviembre,Otros,453
2015,diciembre,Otros,500
2016,enero,Otros,503
2016,febrero,Otros,488
2016,marzo,Otros,493
2016,abril,Otros,499
2016,mayo,Otros,507
2016,junio,Otros,384
2016,julio,Otros,505
2016,agosto,Otros,523
2016,septiembre,Otros,521
2016,octubre,Otros,507
2016,noviembre,Otros,460
2016,diciembre,Otros,439
2017,enero,Otros,445
2017,febrero,Otros,438
2017,marzo,Otros,436
2017,abril,Otros,434
2017,mayo,Otros,429
2017,junio,Otros,429
2017,julio,Otros,441
2017,agosto,Otros,435
2017,septiembre,Otros,428
2017,octubre,Otros,439
2017,noviembre,Otros,435
2017,diciembre,Otros,411
2018,enero,Otros,422
2018,febrero,Otros,420
2018,marzo,Otros,425
2018,abril,Otros,430
2018,mayo,Otros,424
2018,junio,Otros,411
2018,julio,Otros,399
2018,agosto,Otros,391
2018,septiembre,Otros,405
2018,octubre,Otros,410
2018,noviembre,Otros,407
2018,diciembre,Otros,392
2019,enero,Otros,394
2019,febrero,Otros,386
2019,marzo,Otros,383
2019,abril,Otros,366
2019,mayo,Otros,364
2019,junio,Otros,365
2019,julio,Otros,387
2019,agosto,Otros,399
2019,septiembre,Otros,393
2019,octubre,Otros,392
2019,noviembre,Otros,342
2019,diciembre,Otros,336
2020,enero,Otros,312
2020,febrero,Otros,322
2020,marzo,Otros,321
2020,abril,Otros,303
2020,mayo,Otros,346
2020,junio,Otros,406
2020,julio,Otros,429
2020,agosto,Otros,355
2020,septiembre,Otros,460
2020,octubre,Otros,459
2020,noviembre,Otros,413
2020,diciembre,Otros,337
2021,enero,Otros,391
2021,febrero,Otros,406
2021,marzo,Otros,395
2021,abril,Otros,394
2021,mayo,Otros,395
2021,junio,Otros,391
2021,julio,Otros,395
2021,agosto,Otros,397
2021,septiembre,Otros,411
2021,octubre,Otros,408
2021,noviembre,Otros,436
2021,diciembre,Otros,315
2022,enero,Otros,391
2022,febrero,Otros,395
2022,marzo,Otros,394
2022,abril,Otros,409
2022,mayo,Otros,465
2022,junio,Otros,462
2022,julio,Otros,449
2022,agosto,Otros,431
2022,septiembre,Otros,456
2022,octubre,Otros,477
2022,noviembre,Otros,519
2022,diciembre,Otros,333
2023,enero,Otros,470
2023,febrero,Otros,553
2023,marzo,Otros,500
2023,abril,Otros,547
2023,mayo,Otros,547
2023,junio,Otros,555
2023,julio,Otros,506
2023,agosto,Otros,579
2023,septiembre,Otros,571
2023,octubre,Otros,551
2023,noviembre,Otros,525
2023,diciembre,Otros,443
2024,enero,Otros,454
2024,febrero,Otros,450
2024,marzo,Otros,427
2024,abril,Otros,422
2024,mayo,Otros,433
2024,junio,Otros,433
2024,julio,Otros,395
2024,agosto,Otros,412
2024,septiembre,Otros,413
2024,octubre,Otros,406
2024,noviembre,Otros,403
2024,diciembre,Otros,402
2025,enero,Otros,450
2025,febrero,Otros,457
2025,marzo,Otros,435
